time,temperature_2m,precipitation,cloudcover,windspeed_10m
2025-06-06T00:00,20.1,0.0,0,5.7
2025-06-06T01:00,18.6,0.0,0,4.4
2025-06-06T02:00,18.1,0.0,0,1.4
2025-06-06T03:00,17.6,0.0,0,1.8
2025-06-06T04:00,17.3,0.0,0,2.9
2025-06-06T05:00,17.0,0.0,94,1.8
2025-06-06T06:00,17.1,0.0,77,2.6
2025-06-06T07:00,18.2,0.0,0,1.5
2025-06-06T08:00,19.9,0.0,0,1.4
2025-06-06T09:00,21.4,0.0,0,4.2
2025-06-06T10:00,23.2,0.0,0,6.5
2025-06-06T11:00,25.1,0.0,0,6.4
2025-06-06T12:00,27.3,0.0,66,3.6
2025-06-06T13:00,28.6,0.0,91,8.8
2025-06-06T14:00,29.0,0.0,72,10.3
2025-06-06T15:00,30.0,0.0,54,12.8
2025-06-06T16:00,30.6,0.0,100,11.6
2025-06-06T17:00,30.2,0.0,52,13.6
2025-06-06T18:00,29.7,0.0,7,14.6
2025-06-06T19:00,28.5,0.0,25,12.0
2025-06-06T20:00,27.2,0.0,44,3.4
2025-06-06T21:00,25.1,0.0,100,1.1
2025-06-06T22:00,22.9,0.0,37,1.3
2025-06-06T23:00,21.2,0.0,3,0.4
2025-06-07T00:00,20.3,0.0,0,1.1
2025-06-07T01:00,20.1,0.0,98,1.5
2025-06-07T02:00,19.4,0.0,71,1.4
2025-06-07T03:00,18.8,0.0,0,4.6
2025-06-07T04:00,17.9,0.0,2,3.6
2025-06-07T05:00,16.6,0.0,7,4.8
2025-06-07T06:00,18.0,0.0,64,5.1
2025-06-07T07:00,19.6,0.0,100,4.7
2025-06-07T08:00,21.3,0.0,100,2.3
2025-06-07T09:00,21.9,0.0,100,6.4
2025-06-07T10:00,23.1,0.0,87,9.1
2025-06-07T11:00,24.5,0.0,8,11.2
2025-06-07T12:00,27.3,0.0,0,13.0
2025-06-07T13:00,30.2,0.0,7,15.5
2025-06-07T14:00,30.9,0.0,91,16.1
2025-06-07T15:00,31.2,0.0,87,17.7
2025-06-07T16:00,31.4,0.0,52,16.6
2025-06-07T17:00,31.0,0.0,3,16.3
2025-06-07T18:00,30.1,0.0,0,16.8
2025-06-07T19:00,29.0,0.0,0,18.7
2025-06-07T20:00,27.7,0.0,0,11.9
2025-06-07T21:00,25.2,0.0,0,3.1
2025-06-07T22:00,23.5,0.0,0,2.1
2025-06-07T23:00,20.9,0.0,0,9.2
